"","rules","support","confidence","lift"
"38","{TONE BW OCEAN THERAPY} => {TONE BW VINO MOIST GRPE  SHEBTR}",0.00100874243443174,1,991.333333333333
"40","{BENEFUL BEEF STEW} => {BENEFUL ROASTED TURKEY}",0.00100874243443174,1,991.333333333333
"42","{BENEFUL BEEF STEW} => {ONIONS GREEN}",0.00100874243443174,1,84.9714285714286
"43","{BENEFUL ROASTED TURKEY} => {ONIONS GREEN}",0.00100874243443174,1,84.9714285714286
"44","{CELESTE FOUR CHS PIZZA} => {CELESTE DELUXE PIZZA}",0.00100874243443174,1,424.857142857143
"45","{8 OCLOCK CNTRL HIGHLND} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"46","{BE SF ITL GRN BEANS W/SC} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"47","{SHEBA PREM CUTS TRKY} => {SHEBA PREM CUTS SALMON}",0.00168123739071957,1,495.666666666667
"49","{SHEBA PREM PATE CHKN} => {SHEBA PREM PATE WTFSH TUNA}",0.00100874243443174,1,594.8
"50","{SHEBA PREM PATE CHKN} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"56","{RICE-A-RONI BEEF} => {RICE-A-RONI CHICKEN}",0.00134498991257566,1,297.4
"57","{GRABBERS FRT/YGRT TROPICAL} => {GRABBERS FRT/YGRT VRY BRY}",0.00100874243443174,1,495.666666666667
"58","{GRABBERS FRT/YGRT TROPICAL} => {GERBER GRAD GRAB APPLE/PEAR/PEACH}",0.00100874243443174,1,495.666666666667
"59","{GRABBERS FRT/YGRT TROPICAL} => {GERBER GRAD GRAB APPLE/SWEET POTATO}",0.00100874243443174,1,424.857142857143
"60","{GRABBERS FRT/YGRT TROPICAL} => {GERBER GRAD GRAB BANANA/BLUEBERRY}",0.00100874243443174,1,424.857142857143
"63","{M CLNDR CNTRY FR PORK} => {M CLNDR FRIED CHICKEN}",0.00134498991257566,1,297.4
"66","{MOTTS TOT APPLE JC 8PK} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"68","{PHILA 1/3 LF CRM STRAW} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"70","{FRUIT CUP PEACHES} => {APPLE DEL RED W LG}",0.00134498991257566,1,55.0740740740741
"72","{MM LIGHT LEMONADE} => {CABBAGE}",0.00100874243443174,1,148.7
"73","{MM LIGHT LEMONADE} => {PEPPERS - GREEN}",0.00100874243443174,1,21.5507246376812
"74","{MM LIGHT LEMONADE} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"75","{SHOP WEIS ONLINE} => {BE STMFRSH BROC/CAULIF}",0.00201748486886348,1,371.75
"76","{NV CRUNCH DK CHOCOLATE} => {NV SWT SALTY CASHEW}",0.00168123739071957,1,270.363636363636
"77","{FIBER 1 90 CAL CHOCOLA} => {FB 1 90 CHOC PNT BUTTR}",0.00268997982515131,1,297.4
"81","{GRAD CHICKEN STICKS} => {GRAD MEAT STICKS}",0.00100874243443174,1,991.333333333333
"84","{M CLNDR HNY RSTD TURKY} => {M CLNDR HERB RST CHKN}",0.00168123739071957,1,424.857142857143
"85","{M CLNDR HNY RSTD TURKY} => {M CLNDR FRIED CHICKEN}",0.00168123739071957,1,297.4
"90","{SHEBA PREM PATE WTFSH TUNA} => {APPLE DEL RED W LG}",0.00168123739071957,1,55.0740740740741
"92","{GRABBERS FRT/YGRT VRY BRY} => {GERBER GRAD GRAB APPLE/PEAR/PEACH}",0.00201748486886348,1,495.666666666667
"94","{GRABBERS FRT/YGRT VRY BRY} => {GERBER GRAD GRAB APPLE/SWEET POTATO}",0.00201748486886348,1,424.857142857143
"96","{GRABBERS FRT/YGRT VRY BRY} => {GERBER GRAD GRAB BANANA/BLUEBERRY}",0.00201748486886348,1,424.857142857143
"98","{GERBER GRAD GRAB APPLE/PEAR/PEACH} => {GERBER GRAD GRAB APPLE/SWEET POTATO}",0.00201748486886348,1,424.857142857143
"100","{GERBER GRAD GRAB APPLE/PEAR/PEACH} => {GERBER GRAD GRAB BANANA/BLUEBERRY}",0.00201748486886348,1,424.857142857143
"103","{DEL MONTE RED GRAPEFRT} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"104","{M CLNDR HERB RST CHKN} => {M CLNDR FRIED CHICKEN}",0.0023537323470074,1,297.4
"107","{GERBER GRAD GRAB APPLE/SWEET POTATO} => {GERBER GRAD GRAB BANANA/BLUEBERRY}",0.0023537323470074,1,424.857142857143
"115","{BE BABY CORN BLEND,O-IDA SHOESTRINGS} => {DONUTS}",0.00100874243443174,1,23.9838709677419
"117","{LIPTON HALF   HALF,LIPTON PURE LEAF XTRA SWEET TEA  6PK} => {LIPTON W/PEACH}",0.00100874243443174,1,297.4
"128","{DIET PEPSI,MT DEW} => {PEPSI}",0.00100874243443174,1,38.6233766233766
"130","{AVOCADOS,EB 2ND PCH OATML BANAN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"132","{BB TURKEY KIELBASA,GRAPES GREEN SEEDLESS} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"137","{EXTRA PEPMNT SLM 15STK 10,LC PHILLY STEAK PANINI} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"139","{LC CHEESE RAVIOLI,PED SMALL CRUNCH BITES} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"141","{LC CHEESE RAVIOLI,PED SMALL CRUNCH BITES} => {GM CHEERIOS}",0.00100874243443174,1,87.4705882352941
"142","{LC BAKED CHICKEN,PED SMALL CRUNCH BITES} => {GM CHEERIOS}",0.00100874243443174,1,87.4705882352941
"143","{LC BAKED CHICKEN,PED SM CRUNCHY BITE} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"144","{APPLE DEL RED W LG,PED SM CRUNCHY BITE} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"145","{DM CUT GREEN BEANS,PEPPERS - GREEN} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"152","{LC PHILLY STEAK PANINI,SF PEPSI FREE} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"154","{GM HONEY NUT CHEX,MOTT SNG APLSC PH 4PK} => {SHOP WEIS ONLINE}",0.00134498991257566,1,495.666666666667
"157","{GM HONEY NUT CHEX,MOTT SNG APLSC PH 4PK} => {BE STMFRSH BROC/CAULIF}",0.00134498991257566,1,371.75
"176","{MOTTS MEDLEY ORCHARD,PEPSI 24 PK} => {MOTTS ORIGINAL ASSORT}",0.00100874243443174,1,424.857142857143
"178","{BROCCOLI CROWNS,PEP-FRM BAGEL MINI} => {PEP-FRM BAGEL MINI WHOLE WHTE}",0.00100874243443174,1,270.363636363636
"179","{CB X-SHARP CHED,LC CHEESE RAVIOLI} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"181","{GM CHOCOLATE CHEX,SWEET POTATO/YAMS} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"182","{D M CREAM YELLOW CORN,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"187","{BAR-S CHICKEN BOLOGNA,MT DEW FM 12 PK} => {PEPSI FM 12 PK}",0.00100874243443174,1,63.2765957446809
"189","{KR NAT PROVOLONE SL,ROMAINE LETTUCE} => {CAPE COD REDUCED FAT}",0.00100874243443174,1,99.1333333333333
"196","{BC DESP ME  FRT SNKS,BC SPONGE BOB FRT SNKS} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"209","{FIBER 1 90 CAL CHOCOLA,LC CHEESE RAVIOLI} => {LC CHED POT BROC}",0.00100874243443174,1,135.181818181818
"210","{FIBER 1 90 CAL CHOCOLA,LC BAKED CHICKEN} => {LC CHED POT BROC}",0.00100874243443174,1,135.181818181818
"211","{FIBER 1 90 CAL CHOCOLA,LC CHEESE RAVIOLI} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"213","{FRUIT CUP RED GRPFT,PED DENTASTIX MINI} => {AMBROSIA APPLE}",0.00100874243443174,1,330.444444444444
"214","{CUCUMBERS,FRUIT CUP RED GRPFT} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"215","{FB 1 90 CHOC PNT BUTTR,LC CHEESE RAVIOLI} => {LC CHED POT BROC}",0.00100874243443174,1,135.181818181818
"216","{FB 1 90 CHOC PNT BUTTR,LC BAKED CHICKEN} => {LC CHED POT BROC}",0.00100874243443174,1,135.181818181818
"217","{FB 1 90 CHOC PNT BUTTR,LC CHEESE RAVIOLI} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"219","{FLORIDA NAT HOME SQ OJ,PEPSI} => {DONUTS}",0.0023537323470074,1,23.9838709677419
"221","{APPLE DEL RED W LG,CF PEPSI FM 12 PK} => {JACK DAN ORIGIN  7 BBQ}",0.00100874243443174,1,330.444444444444
"222","{BAKERY ITEM,HZ TURKEY GRAVY} => {DONUTS}",0.00100874243443174,1,23.9838709677419
"223","{HZ TURKEY GRAVY,PEPSI} => {DONUTS}",0.00100874243443174,1,23.9838709677419
"224","{NAVAL ORANGES,PEARS - ANJOU} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"227","{PEPSI 24 PK,SO FR TST W/TRKY SAUSG} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"229","{RUSSET POTATOES,T HILL ALL NTL COFFEE} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"231","{RUSSET POTATOES,T HILL ALL NTL COFFEE} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"232","{STEM TOMATOES,T HILL ALL NTL COFFEE} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"233","{CUCUMBERS,T HILL ALL NTL COFFEE} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"248","{BANANAS,TK FP CUPCAKE CRM FILL CHOCOLATE} => {TK FP CUPCAKE CRM FILL KOFFE KAKE}",0.00100874243443174,1,228.769230769231
"250","{TK FP KANDY KAKES PEANUT BUTTER,TK FP KRIMPETS CRM FILLD BUTTRSTCH} => {TK FP CUPCAKE CRM FILL KOFFE KAKE}",0.00100874243443174,1,228.769230769231
"251","{EB BROWN RICE CEREAL,SWEET ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"252","{EB BROWN RICE CEREAL,ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"253","{EB BROWN RICE CEREAL,STEM TOMATOES} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"254","{D M ITAL STEWED TOMATO,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"256","{APPLE FUJI,SIMPLY MASH CNTRY STYLE} => {DT PEPSI 6 PK}",0.00134498991257566,1,58.3137254901961
"269","{PEACHES - WHITE FLESH,SWEET POTATO/YAMS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"270","{FLORIDA AVOCADOS,GRAPES GREEN SEEDLESS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"275","{DM CHILI  TOMATO,DM DICED TOM PEP/ONION} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"277","{KR WHITE AMER SINGLES,O-IDA SHOESTRINGS} => {DONUTS}",0.00100874243443174,1,23.9838709677419
"279","{KR EASY MAC CUP ORIG,SWEET POTATO/YAMS} => {JACK DAN ORIGIN  7 BBQ}",0.00100874243443174,1,330.444444444444
"280","{GM RICE CHEX,JACK DAN ORIGIN  7 BBQ} => {APPLE DEL RED W LG}",0.00134498991257566,1,55.0740740740741
"281","{GM RICE CHEX,JACK DAN ORIGIN  7 BBQ} => {SWEET POTATO/YAMS}",0.00134498991257566,1,52.1754385964912
"285","{JACK DAN ORIGIN  7 BBQ,SWEET POTATO/YAMS} => {APPLE DEL RED W LG}",0.00168123739071957,1,55.0740740740741
"286","{DM CHILI  TOMATO,DM PET DICD TOM/GAR/OL} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"287","{BANANAS,DM PET DICD TOM/GAR/OL} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"288","{KR EASY MAC CUP ORIG,SWEET POTATO/YAMS} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"289","{LC CHED POT BROC,VELVEETA SHELL&CH DINR} => {LC CHEESE RAVIOLI}",0.00168123739071957,1,174.941176470588
"293","{LC BAKED CHICKEN,VELVEETA SHELL&CH DINR} => {LC CHEESE RAVIOLI}",0.0023537323470074,1,174.941176470588
"296","{LC BAKED CHICKEN,VELVEETA SHELL&CH DINR} => {GM CHEERIOS}",0.0023537323470074,1,87.4705882352941
"298","{NAVAL ORANGES,VELVEETA SHELL&CH DINR} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"300","{DM PC DC TOM/GRN CHILIES,HZ KETCHUP} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"302","{DM PC DC TOM/GRN CHILIES,HZ KETCHUP} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"304","{BANANAS,HZ KETCHUP} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"306","{TK COOKIE BARS OATMEAL RAISIN,TK FP KRIMPETS BUTTERSCTCH} => {TK FP KANDY KAKES PEANUT BUTTER}",0.00134498991257566,1,198.266666666667
"307","{MT DEW   Z-1 24 PK,TK FP KANDY KAKES PEANUT BUTTER} => {TK COOKIE BARS OATMEAL RAISIN}",0.00100874243443174,1,270.363636363636
"308","{DM CHILI  TOMATO,DM PC DC TOM/GRN CHILIES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"309","{CUCUMBERS,DM PC DC TOM/GRN CHILIES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"310","{AMBROSIA APPLE,CUCUMBERS} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"312","{LC BAKED CHICKEN,LC CHED POT BROC} => {LC CHEESE RAVIOLI}",0.00302622730329523,1,174.941176470588
"314","{LC CHED POT BROC,NAVAL ORANGES} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"315","{APPLE DEL RED W LG,LC CHED POT BROC} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"317","{LC CHED POT BROC,NAVAL ORANGES} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"318","{APPLE DEL RED W LG,LC CHED POT BROC} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"319","{LC CHED POT BROC,NAVAL ORANGES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"320","{GALA APPLES,TOMATOES ROMA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"321","{LOOSE GARLIC,TOMATOES ROMA} => {ONIONS - VIDALIA}",0.00100874243443174,1,41.887323943662
"322","{DM CHILI  TOMATO,PEPPERS - GREEN} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"323","{DM CHILI  TOMATO,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"324","{GREEN SEEDLESS GRAPES,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"325","{GM RICE CHEX,SWEET POTATO/YAMS} => {APPLE DEL RED W LG}",0.00134498991257566,1,55.0740740740741
"326","{GM CHEERIOS,LC CHEESE RAVIOLI} => {LC BAKED CHICKEN}",0.00336247478143914,1,156.526315789474
"328","{GALA APPLES,LC CHEESE RAVIOLI} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"330","{LC CHEESE RAVIOLI,NAVAL ORANGES} => {LC BAKED CHICKEN}",0.00134498991257566,1,156.526315789474
"334","{GM CHEERIOS,NAVAL ORANGES} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"335","{LC CHEESE RAVIOLI,NAVAL ORANGES} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"336","{PED DENTASTIX MINI,PEPPERS - GREEN} => {GM COCOA PUFFS CEREAL}",0.00100874243443174,1,198.266666666667
"338","{GM COCOA PUFFS CEREAL,PED DENTASTIX MINI} => {CUCUMBERS}",0.00134498991257566,1,22.3609022556391
"340","{GM COCOA PUFFS CEREAL,PED DENTASTIX MINI} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"341","{PED DENTASTIX MINI,PEPPERS - GREEN} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"342","{PED DENTASTIX MINI,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"343","{CUCUMBERS,PED DENTASTIX MINI} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"344","{AVOCADOS,CHEERIOS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"345","{CHEERIOS,ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"346","{CHEERIOS,CUCUMBERS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"350","{LEMONS,MANGO} => {LARGE WHITE ONIONS}",0.00100874243443174,1,114.384615384615
"351","{AVOCADOS,MANGO} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"352","{ONIONS GREEN,YELLOW PEPPERS} => {PEPPERS - GREEN}",0.00100874243443174,1,21.5507246376812
"353","{ONIONS GREEN,YELLOW PEPPERS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"355","{CABBAGE,CUCUMBERS} => {PEPPERS - GREEN}",0.00134498991257566,1,21.5507246376812
"358","{GM CHEERIOS,NAVAL ORANGES} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"360","{GRAPES RED SEEDLESS,JALAPENO PEPPERS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"362","{AVOCADOS,PHILA CREAM CHEESE} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"363","{GM CINN TOAST CRUNCH,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"364","{GM COCOA PUFFS CEREAL,LARGE WHITE ONIONS} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"366","{GM COCOA PUFFS CEREAL,LARGE WHITE ONIONS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"367","{CUCUMBERS,LARGE WHITE ONIONS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"368","{GM COCOA PUFFS CEREAL,GRAPES RED SEEDLESS} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"369","{GM COCOA PUFFS CEREAL,GRAPES RED SEEDLESS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"370","{GM COCOA PUFFS CEREAL,PEPPERS - GREEN} => {CUCUMBERS}",0.00100874243443174,1,22.3609022556391
"371","{GM COCOA PUFFS CEREAL,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"373","{GALA APPLES,RUSSET POTATOES} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"374","{GRAPES GREEN SEEDLESS,RUSSET POTATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"375","{AVOCADOS,RUSSET POTATOES} => {BANANAS}",0.00201748486886348,1,5.60075329566855
"376","{ONIONS - VIDALIA,RUSSET POTATOES} => {STEM TOMATOES}",0.00134498991257566,1,29.156862745098
"377","{ONIONS - VIDALIA,RUSSET POTATOES} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"380","{APPLE FUJI,NAVAL ORANGES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"381","{ASPARAGUS,GALA APPLES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"382","{ASPARAGUS,LOOSE GARLIC} => {GRAPES GREEN SEEDLESS}",0.00100874243443174,1,52.1754385964912
"383","{ASPARAGUS,LOOSE GARLIC} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"384","{ASPARAGUS,GRAPES GREEN SEEDLESS} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"385","{ASPARAGUS,AVOCADOS} => {BANANAS}",0.00168123739071957,1,5.60075329566855
"386","{ASPARAGUS,PEPPERS - RED} => {BANANAS}",0.0023537323470074,1,5.60075329566855
"388","{LIMES,ONIONS - RED} => {AVOCADOS}",0.00100874243443174,1,49.5666666666667
"389","{ONIONS - RED,ONIONS GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"390","{ONIONS - RED,ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"394","{GM CHEERIOS,NAVAL ORANGES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"395","{AVOCADOS,GM CHEERIOS} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"396","{GM CHEERIOS,SWEET ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"397","{GM CHEERIOS,SWEET POTATO/YAMS} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"398","{GALA APPLES,LOOSE GARLIC} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"399","{AVOCADOS,GALA APPLES} => {BANANAS}",0.00168123739071957,1,5.60075329566855
"400","{GALA APPLES,TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"401","{GALA APPLES,ONIONS - VIDALIA} => {BANANAS}",0.00168123739071957,1,5.60075329566855
"402","{GALA APPLES,STEM TOMATOES} => {BANANAS}",0.0023537323470074,1,5.60075329566855
"406","{PEPPERS - RED,ROMAINE LETTUCE} => {STEM TOMATOES}",0.00100874243443174,1,29.156862745098
"407","{CUCUMBERS,PEPSI} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"408","{GRAPES RED SEEDLESS,ONIONS GREEN} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"411","{GRAPES GREEN SEEDLESS,NAVAL ORANGES} => {APPLE DEL RED W LG}",0.00100874243443174,1,55.0740740740741
"412","{CUCUMBERS,NAVAL ORANGES} => {PEPPERS - GREEN}",0.00100874243443174,1,21.5507246376812
"414","{GRAPES RED SEEDLESS,ONIONS - VIDALIA} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"415","{GRAPES RED SEEDLESS,STEM TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"425","{PEPPERS - RED,TOMATOES} => {PEPPERS - GREEN}",0.00168123739071957,1,21.5507246376812
"427","{STEM TOMATOES,SWEET ONIONS - VIDALIA} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"510","{BANANAS,LC CHEESE RAVIOLI,VELVEETA SHELL&CH DINR} => {GM CHEERIOS}",0.00100874243443174,1,87.4705882352941
"526","{BANANAS,GM CHEERIOS,LC CHED POT BROC} => {LC CHEESE RAVIOLI}",0.00100874243443174,1,174.941176470588
"529","{BANANAS,GM CHEERIOS,LC CHED POT BROC} => {LC BAKED CHICKEN}",0.00100874243443174,1,156.526315789474
"555","{TK FP CUPCAKE CRM FILL KOFFE KAKE,TK FP KANDY KAKES PEANUT BUTTER,TK FP KRIMPETS BUTTERSCTCH} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"559","{CUCUMBERS,PEPPERS - RED,YELLOW PEPPERS} => {PEPPERS - GREEN}",0.00100874243443174,1,21.5507246376812
"562","{BANANAS,CHUNG PORK EGG ROLL,CUCUMBERS} => {PEPSI 24 PK}",0.00168123739071957,1,64.6521739130435
"565","{BANANAS,CILANTRO/CORIANDER,JALAPENO PEPPERS} => {AVOCADOS}",0.00100874243443174,1,49.5666666666667
"566","{BANANAS,JALAPENO PEPPERS,LIMES} => {AVOCADOS}",0.00100874243443174,1,49.5666666666667
"567","{AVOCADOS,JALAPENO PEPPERS,STEM TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"568","{JALAPENO PEPPERS,ONIONS - VIDALIA,STEM TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"584","{AVOCADOS,CILANTRO/CORIANDER,LIMES} => {PEPPERS - RED}",0.00100874243443174,1,37.6455696202532
"592","{BANANAS,LIMES,PEPPERS - RED} => {AVOCADOS}",0.00100874243443174,1,49.5666666666667
"593","{AVOCADOS,BROCCOLI CROWNS,LOOSE GARLIC} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"596","{CUCUMBERS,ONIONS GREEN,PEPPERS - RED} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"597","{CUCUMBERS,ONIONS GREEN,PEPPERS - GREEN} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"598","{CUCUMBERS,GRAPES RED SEEDLESS,PEPPERS - GREEN} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"600","{AVOCADOS,CUCUMBERS,LEMONS} => {BANANAS}",0.00134498991257566,1,5.60075329566855
"603","{AVOCADOS,ONIONS - VIDALIA,STEM TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
"604","{AVOCADOS,BROCCOLI CROWNS,STEM TOMATOES} => {BANANAS}",0.00100874243443174,1,5.60075329566855
