SourceName,ReviewID,ReviewTitle,ReviewText
SkypeCommunityHistory,27482,'File Download' Pop Up asking me to download 'chat...,"&nbsp;On my computer I am having the problem with skype that constantly pops up with a message:&nbsp;(see attachment if image does not work)&nbsp;The message appears whenever I try to click on a new contact, on the home page or when I open the program window.Saving or opening the file does not stop the message from appearing. Clicking on cancel gets rid of the message but it does appear again after a while.&nbsp;The issue may be related to some other things:I get a white screen issue when I use the normal skype login, and the only fix that has seemed to work is the legacy&nbsp;login opeion&nbsp;The same message (but with different URLs) is appearing&nbsp;on the file sharing application uT0rrnt, with it's bundles pageThe computer had had some (so far) unresolvable&nbsp;issues with the 'urlmon dll' and other .dll file problems&nbsp;System information:Windows 7 Home Premium x64 (Sp1)AMD A8 processor, 4 GB RAMSkype version 7.0.1.105The computer is a custom built computer (built by me)&nbsp;                                                                                                                  Solved!                          Go to Solution.                                                                                                                  Attachments:                                                                            SkypeFileDownload.PNG ?42 KB"
SkypeCommunityHistory,27516,How do I stop myself from echoing even when alone ...,"Basically I am using a Turtle Beach x12 Headset for PC and when I talk into skype I can hear myself echo. It isnt the other person cause I have tried with their mic muted and even their mic unplugged. I can even go into test call and when I talk I can hear myself. It is like the mic is picking up me talk and playing it back twice but once with a delay! How do I fix this? My sound is not too high, I have made sure that I am using the right device (Turtle beach Audio) and I am using an Amigo II adapter to turn mic and speaker into USB. I have always used the Amigo II so I dont think that is the problem.&nbsp;Edit: It only occurs when the call is active! It does not occur when in the calling process or when not in skype. Can go on TS just fine without the echo. It is like skype is playing back what I am saying so I can hear myself but doing it with a delay. Kind of like how my headset is built to be able to hear myself but instantly because it has noise cancellation. (Hard to talk when you cant hear yourself)"
SkypeCommunityHistory,27518,"Error  Message: ""Skype can not start because the s...","Okay!  I'm newbie here, but it doesn't matter. I dont want to do here anything else, just write off my opinion about the Microsoft's ""new"" Skype, and I hope they will read...  &nbsp;    &nbsp;  This is a cropped image - of course hungarian, because I'm hungarian, but I think many of us could see this as well. How this is possible? ""The Skype can not start because the system is not available"" *** What kind of system? The Skype was on a P2P system, where is impossible that the system is not available! This is why the skype was much better than the Microsoft's messenger. Then they bought it, and make it wrong...I found a solution for this problem, this can happen if my client is not updated. But IT IS!  How does it works? Can we use the **bleep** Skype how we would like to use? Or this time we need to find an other application (like Viber), and using that while they not buying that as well, just because that is better?  &nbsp;  &nbsp;  &nbsp;  &nbsp;    Edited to conform with the Community Guidelines  Subject/title edited to better reflect post content."
SkypeCommunityHistory,27550,FreeTalk 1200 requires no monthly payment to opera...,"&nbsp;There is no other standalone 3rd party alternative that still connects to the Skype network that I am aware of. &nbsp; &nbsp;There is the discontinued Yealink B2K box that is USB-based so you need to use/sacrifice&nbsp;a computer for it to be standalone. &nbsp;It relies on their 3rd party SkypeMate software in order to function. &nbsp;Since it's no longer being maintained (or for at least that device), the last version that is somewhat compatible (with some crashing) is Skype 6.21.&nbsp;&nbsp;http://www.amazon.com/Yealink-B2K-RJ11-Skype-Adapt?er/dp/B000JCU88S&nbsp;The Freetalk device has fared&nbsp;rather well since it's simply an audio-based device. &nbsp;Through the software changed I found greater issues with making Skype to Skype calls with it. &nbsp;Making Skype to phone calls has been pretty solid for me (the one that I have that still works). &nbsp;That device is a 3rd party device so any firmware concerns would be handled by the device maker (Freetalk). &nbsp; My Skype number has worked rather well. &nbsp;I really don't know what kind of priority you are expecting but I highly doubt they are going to make any&nbsp;type of infrastructure changes beyond how it is implemented now. &nbsp;As far as providing any feedback, there are only these forums and the ""Give feedback"" option in the Skype client software (""Help"" - ""Give feedback). &nbsp;If you have concerns about your Skype number you could also contact Skype Customer service.&nbsp;https://support.skype.com/en/faq/FA1170"
SkypeCommunityHistory,27577,Why block version 4.2.0.187? The best version ther...,"So, I have been using Skype version 6.x for a while now when Skype automaticly updated from 4.2.0.187 a while back. I am very unpleased with the newer versions of Skype, all of my friends has also been very unpleased with the newer versions compared to 4.2.0.187. I decided today that I would try and go back to version 4.2.0.187 as I find it very superior to any other Skype version only to find you have blocked anyone from signin in to older versions of Skype. I mean sure, update the Skype client and make it worse, remove features and whatever you want, but don't stop other users from using the version they want.&nbsp;It seems like Skype is turning worse with every update it gets. The call UI is so **bleep** bad I don't even understand how you came up with it. When I'm a call, I can only see the people that are in the call and not the people that aren't connected to the call but are in the group. I can't see if a person has parked the call or not either. And if I want to call a person that's not connected but are in the group, there are now 4 clicks, it was previously 1 (that's a really bad thing to user experience) and it's more cluttered. Also, if there are few persons in the call (edit: just tested, if the portraits take up the whole height rather), when I want to disconnect them from the call I need to click the red button under their portrait but the menu that pops up when I hover the call blocks it so I need to resize the call to be able to kick them. It's really unbelievable that Skype has gotten this much worse, making it more cluttered and less user friendly.&nbsp;I have not tested the latest version, 7.x or whatever it is but some of my friends have and they all say it's worse than before. And before anyone says I can't complain about newer versions before testing the latest I don't care. I took them 3 years to get from the version I was on to the one I am on now and they didn't improve one single thing, they just made it worse so I'll doubt they made it better in any later versions.&nbsp;TL;DR Skype 4.2.0.187 is the best version of Skype and every version after is far worse and M$ blocks older versions."
SkypeCommunityHistory,27580,"Continuous, unresolved login with Microsoft accoun...","Hi,&nbsp;I&nbsp;am a long time MSN messenger user. I've always used Skype alternatives for messenging because I didn't need the extra bits.&nbsp;Apparently this week Microsoft is shutting down the legacy MSN servers and I guess that soon or later we all have to go with Skype.&nbsp;So... I've installed Skype today and I was immediately reminded of one of the reasons I don't use Skype: &nbsp;IT DOESN'T WORK!&nbsp;If I start Skype and choose to login with a Microsoft account, I get an elucidating page saying ""This page contains errors. Go back"".&nbsp;Well... I've searched the forums and tried all the professional solutions: reset IE, clean temporary files, update IE, update Skype....&nbsp;I even found this sticky&nbsp;http://community.skype.com/t5/Windows-desktop-clie?nt/Solution-for-empty-blank-login-screen/td-p/1008?...&nbsp;with wonderful solutions that did not work. (perhaps some day someone will notice that the javascript tester page does not work)&nbsp;So... I am at this point:&nbsp;- I have a fully updated Windows 7 Pro 64bit- I have the latest Skype for Windows (downloaded today 7.2.59.103) - Even though I have this problem for many many versions before.- I have IE 11.0.9600.17691&nbsp;I have reseted IE, cleaned temporary files, restarted, runned login cleanup scripts, added live.com to the exceptions, disabled firewall, disabled antivirus, created desktop shortcut with the legacy option, and every single suggestion I've found in any forum and &nbsp;IT STILL DOES NOT WORK.&nbsp;I have created a log file and have&nbsp;attached here. Any help would be appreciated.&nbsp;Thanks.&nbsp;Regards,Mike&nbsp;                                                                                                            Attachments:                                                                            Skype.zip ?425 KB"
SkypeCommunityHistory,27581,Skype crashes upon startup. (I have 1 hour before ...,"I REALLY need some help getting this working.&nbsp;Here is my error:&nbsp;Problem signature:Problem Event Name: APPCRASHApplication Name: Skype.exeApplication Version: 7.2.0.103Application Timestamp: 54ef0c1dFault Module Name: CESpy.dllFault Module Version: 0.0.0.0Fault Module Timestamp: 5085a464Exception Code: c0000005Exception Offset: 0000c28dOS Version: 6.1.7601.2.1.0.768.3Locale ID: 4105Additional Information 1: 0a9eAdditional Information 2: 0a9e372d3b4ad19135b953a78882e789Additional Information 3: 0a9eAdditional Information 4: 0a9e372d3b4ad19135b953a78882e789Read our privacy statement online:http://go.microsoft.com/fwlink/?linkid=104288&amp;clci?d=0x0409If the online privacy statement is not available, please read our privacy statement offline:C:\Windows\system32\en-US\erofflps.txt&nbsp;I have Windows 7 with service pack 1. I have the most recent version of IE. This is my first time installing skype on this computer. I have no video capture devices and there are no problems listed in my dxdiag. I can connect with my phone but I need my computer to work for a call that is coming soon. If someone can correspond with me quickly and get this resolved, I would be most grateful. I have searched a number of relevant articles and found no working solution."
SkypeCommunityHistory,27599,complaint:  Make Bing your default search engine s...,"Hi, Anarkia, and welcome to the Community,  &nbsp;  Could you please upload the image instead into a new post?&nbsp; Use the ""insert image"" icon, two to the right of the smile face emoticon you would click to add an emoticon, in the command bar you see at the top of the box where we type the text of our posts.  &nbsp;  Please ensure uploaded images do not display personal information such as a Skype account name.  &nbsp;  Please also include in your next post which web browser you are using and its version.&nbsp; For example, I use FireFox v. 36.  &nbsp;  Thanks in advance,  Elaine                              __________________________________________________________________________________________________Was your question answered?  Please click on the  Accept as a Solution  link so everyone can quickly find what works!    Like a post or want to say, ""Thank You"" - ??  Click on the   Kudos  button!Trustworthy information:  Brian Krebs: 3 Basic Rules for Online Safety and  Consumer Reports: Guide to Internet Security  Online Safety Tip: Change your passwords often!"
SkypeCommunityHistory,27757,Skype randomly calling someone without me making t...,"Hi, Tony55, and welcome to the Community,  &nbsp;  ... to other Skype accounts, or to fixed line or mobile numbers?  &nbsp;  First things, first: change your Skype account password if you have not just done so.  &nbsp;  Next, please type these chat commands into any open instant message chat to check that your account is not on-line elsewhere and in turn to disconnect open connections:  &nbsp;        /showplaces  Lists other instances where this Skype name is currently signed in.              /remotelogout  Sign out all other instances except the current one. This will also stop push notifications on all other instances.*        &nbsp;  *Definition: instance  Any other computer, laptop, tablet, or mobile device where your Skype account is currently signed in.&nbsp; Each log-in is called an instance.  &nbsp;  Let us rule these things out first before looking for gnomes and winged creatures that may be the culprits.&nbsp; While I have read reports similar to yours, the issue seemed to be caused by (gasp!) a compromised (""hacked"") account.  &nbsp;  Regards,  Elaine  &nbsp;                              __________________________________________________________________________________________________Was your question answered?  Please click on the  Accept as a Solution  link so everyone can quickly find what works!    Like a post or want to say, ""Thank You"" - ??  Click on the   Kudos  button!Trustworthy information:  Brian Krebs: 3 Basic Rules for Online Safety and  Consumer Reports: Guide to Internet Security  Online Safety Tip: Change your passwords often!"
SkypeCommunityHistory,27818,How do i make my account totally private so that i...,"Hi Guys and GalsThe bad news is you can not change the Public to Private profile,But :you can change the every thing else after you make your profile up&nbsp;Then go back to edit change your information back to what ever you want to.the first and last name I just put my initials like the following.first name: JLast name: LGender:&nbsp; I don't specify.................... I changed mine back to select genderBirthday: Day, Month, Year ...........I changed mine back to day, month, yearlanguage:&nbsp; English .............................I kept at English but you could leave it to add languageCity: BlankState: BlankCountry: Australia ...............................I kept , so my friends had a better idea it was me.Email: remains privatePhone number: 22222.22222......... I kept as only my friends see it.every thing else I was able to keep contacts only (as I don't just let anyone into my friends list unless I trust them.I first filled out all boxes, then after verifieing my phone number I went back and changed it all so people did not know who I am,my user name is enough for people that want to play with me, remember Data Error means just that,&nbsp;"
SkypeCommunityHistory,27819,How change profile settings from PUBLIC to PRIVATE...,"Hi Guys and GalsThe bad news is you can not change the Public to Private profile,But :you can change the every thing else after you make your profile up&nbsp;Then go back to edit change your information back to what ever you want to.the first and last name I just put my initials like the following.first name: JLast name: LGender:&nbsp; I don't specify.................... I changed mine back to select genderBirthday: Day, Month, Year ...........I changed mine back to day, month, yearlanguage:&nbsp; English .............................I kept at English but you could leave it to add languageCity: BlankState: BlankCountry: Australia ...............................I kept , so my friends had a better idea it was me.Email: remains privatePhone number: 22222.22222......... I kept as only my friends see it.every thing else I was able to keep contacts only (as I don't just let anyone into my friends list unless I trust them.I first filled out all boxes, then after verifieing my phone number I went back and changed it all so people did not know who I am,my user name is enough for people that want to play with me, remember Data Error means just that,&nbsp;"
SkypeCommunityHistory,27825,chat messages stuck in 'Not delivered yet' and oth...,"HERE IS HOW YOU FIX ITThe problem is if you delete Skype you still have all the data on your machine. When you reinstall it, whatever version, it draws from the data there so your stuck command, which is on your machine NOT on Skype's servers, never goes away.&nbsp;I had this happen with one person I have up on chat for business all the time. He was NEVER offline. First time was on my office computer. I sent 2 messages that showed the spinning arrows and ""Not delivered yet"". Yet, in this case, means forever. Anyway, my Skype on my phone and another instance of it on my home computer were unaffected. Same account, 3 places, problem was only on one computer so it was on that computer NOT on Skype.&nbsp;To be safe, if you want to uninstall, then reinstall it, go for it (I did. Not sure if the combo fixed it or what) Do it this way:Uninstall Skypego to %username%/AppData/Roaming and in that directory you will see a Skype folder. Delete it.Then reinstall Skype&nbsp;You will have to put your username and password in again, and repost your picture, and the program will recreate that directory on your computer but the hung messages will be gone.&nbsp;Oh and your entire history with everyone else, including the person your messages got hung on, will still be there."
SkypeCommunityHistory,27917,Skype hangs up if it's not the forefront applicati...,"If I begin a call and while it is still in the call setup process, meaning I hear either the pseudo-ringback or the real ring back coming from the telco operator that I'm calling and I switch another application to be the forefront application (Skpe is not in front) Skype hangs up. Why is that? It's not like as though Skype is trying to save me money or bandwidth usage. After all, if Skype happens to be running but not the forefront application there is no indication whatsoever that the application is running. If you have your phone show the list of running or recent applications Skype will not be there. It's also not in your status bar. Often times I have been out and about away from Wi-Fi only to hear someone trying to contact me on Skype and that is how I realize that all this time Skype has been eating my data plan. So this is really a gripe on multiple fronts. The part about hanging up just because Skype isn't the forefront application during call set up, also it's about Skype basically trying to hide itself and keep me misinformed as to its running status.&nbsp;I'm sure I'll get all kinds of messages from people who live on this forum and cheerlead for Skype/MS because they get gold stars or badges, or maybe they even get paid by Microsoft who knows. But there seems to be people on this forum that jump all over anyone who has anything negative to say about Skype. I suppose these are people who have nothing better to do when there's not a Star Trek&nbsp; convention in town.&nbsp;In any case, these are real gripes about real problems that Skype has. I have seen nothing good happen to Skype since Microsoft bought it.&nbsp; Basically Microsoft has done for Skype what they've done for Windows, which is really just abuse their position as the major player in the market knowing that people have to take whatever they dish out. I so much wish someone else would hurry up with a good alternative to Skype."
SkypeCommunityHistory,27968,"It's written in simple language, but it's complica...","Skype is written in simple language, but it is not easy to navigate. For example, it will say that I have a voice message, but it won't say how to find it or where it is. We have to log on on two seperate pages, one is for our account, the other is for contacts and calling. I had an old computer, and it was easier to access Skype functions, find contacts, and initiate conversations. I got a new computer, and now it is more complicated for some reason. For example, I will click on the button for ""leave feedback"" but when the box opens the cursor will not appear. It's just a blank box. When I want to chat with friends, I have to fumble around to find things because it is not specifically spelled out. There's not chat button visible when I click on a contact. I often find things haphazardly. Take Facebook for example, if you want to chat with a friend of leave a message, all you need to do is click on that friend's name and it has words that say leave a message. There is also a chat icon and box right there. You don't have to search around in the dark. Maybe Skype is easy for people who are tech saavy and can just find things, but for me, it's not simple. Some things are simple like post a photo, use this photo, change photo, but other things simply are not visible."
SkypeCommunityHistory,28024,complaint:  Make Bing your default search engine s...,"This is a simple issue. &nbsp;One could argue that we all know this is now Microsoft and we should accept that you will be forced to do as the monopoly tells you - this is their policy. &nbsp;This thread and other threads are YEARS old. &nbsp;Someday there will be enough people that file complaints&nbsp;for using monopolistic powers and there will be more government investigations, finally regulations and slaps on the wrist and there will be check boxes. &nbsp;Until that ice cube melts, there could be lawsuits and other legal options, class action, but frankly, Skype does as Skype wants and says screw you the customer. &nbsp;Face it, a simple fact, Skype = Microsoft.&nbsp;Why? &nbsp;Simple, first image, ""yes, we know how to do a checkbox"".&nbsp;Second image, ""We know how to make you do what we want and don't care about your choices""Keywords: &nbsp;""MICROSOFT SERVICE AGREEMENT"".&nbsp;Now, for those that want to fix the ""bug""&nbsp;http://www.howtogeek.com/172141/how-to-fix-browser?-settings-changed-by-malware-or-other-programs/&nbsp;Notice: &nbsp;this is a fix malware link normally used to fix what bad companies do, that ""take control of your system,"" you know the lowest of the low, the hackers, the scum of the earth - the bad guys.&nbsp;The link fixes the ""BUG"" in the update process of ""SKYPE"" that could confuse users into regrouping this company with other groups listed above, which of course could only happen as a result of this ""BUG"". &nbsp;You know, the one that hasn't been fixed in YEARS. &nbsp;Just using Google, I WILL NEVER USE BING, EVER, ICE CUBE IN HELL, MELT DOWN, I'll use books before using BING, taking the hours needed to go to a library... &nbsp;back to point, I have millions of hits that will equate taking control of another's computer in those terms.&nbsp;Defense, you have none. &nbsp;Well, to admit your programmers can't fix a checkbox BUG in years.&nbsp;Actually, I think the best direction is to get a network news organization interested in ""hacking"" and introduce how this is happening with products like Skype. &nbsp;The failure to fix ""BUGS' for years. &nbsp; Then gets our pals in government involved, no not the US, but the EU. &nbsp;I'm sure the bullies remember how fast and with force the EU hit home. &nbsp;I'll be in Europe next month, I'll drop this idea with some of my contacts. &nbsp;Maybe get the BBC to ask some questions, run a story. &nbsp;Maybe the French. &nbsp;A tidbit in the right ear. &nbsp;After all the news of US hacking, hum. &nbsp;Let's get the ball rolling. &nbsp;NEWS. &nbsp;THIS IS NEWS. &nbsp;Monopolies only exist if we the people allow them. &nbsp;Well, with the help of our friends in the EU. &nbsp;WE WILL GET A CHECKBOX. &nbsp;No, we will not settle for less than 2. &nbsp;Homepage theft and forced BING must be stopped.&nbsp;I’m tired of stupidity.BTW, yes, I did the update and fixed the ""bug"" in a minute. &nbsp;Why I provided the link above. &nbsp;With 36 years as an IT consultant, many years with Fortune 8 companies, this is an easy fix.&nbsp; However, this isn’t about fixing a system it is about who controls your system and why they don't put up 2 checkboxes. &nbsp;Arrogance.&nbsp;Has MS and Skype become this hard up that they have to force BING and MSN on their users? &nbsp;It seems so. &nbsp;For years, sad, very sad.&nbsp;"
SkypeCommunityHistory,28087,How to sign out of one account and log in with ano...,"I can't believe you make it this difficult and complicated to switch to a new account. &nbsp;Your advice to people on other posts, if they have an old account and want a different name is to set up a new account. &nbsp;I've done so and every time I open Skype it defaults to the old account. &nbsp;I can't make it switch to the new account. &nbsp;This is far too complicated and frustrating. &nbsp;The only reason I am using this on my Mac is because my work group uses Skype. &nbsp;I have Factime on my Mac and it is Far, Far easier to use and switch users. &nbsp;If I type ""switch to new account"" in the help search bar, nothing helpful comes up, except for a lot of ""geek speak"", most of which makes little or no sense to me. &nbsp;I want to be a user, NOT a code writer, get it! &nbsp;HOW DO I SWITCH ACCOUNTS ON MY MAC SO THAT I""M USING THE NEW SKYPE ACCOUNT I JUST SET UP.  &nbsp;  &nbsp;  &nbsp;  &nbsp;  &nbsp;  This post was transferred from its previous location to create its own new topic here; its subject and/or title has been edited to differentiate the post from other inquiries and to reflect the post's content."
SkypeCommunityHistory,28097,I got Skype Worldwide subscription JUST AFTER a Sk...,"GlobalQuestion wrote:  &nbsp;How can I get the 50% refund on the brand new Skype Number    Hello and welcome to the Skype Community.  If you purchased the Skype Number before the Unlimited World Subscription the system would have no way of telling that you intended subsequently to purchase the Calling Subscription. please contact Skype customer service&nbsp;who may arrange for you to cancel and repurchase the same Number thereby qualifying you for a 33% discount. [50% for a 12 month Number contact and 33% for a 3 month contact]. Your account shows that you have contracted for 3 months.  See below for details:  http://community.skype.com/t5/Skype-Number/Skype-N?umber-Prices/m-p/3148940#M13897                              TIME ZONE - US EASTERN.  LOCATION - PHILADELPHIA, PA, USA.I recommend that you always run the latest Skype version: Windows &amp; MacIf my advice helped to fix your issue please mark it as a solution to help others.Please note that I generally don't respond to unsolicited Private Messages. Thank you."
SkypeCommunityHistory,28122,Why doesn't Skype not close when you click the X b...,"Would you prefer that they removed the x, and just kept the two others? Skype and may other programs designed to run in systray (MS Outlook, Blizzards battle.net app, Steam client, MS skydrive, Spotify, Nvidia geeforce experience, ATI CCC, most anti virus software) and litterallly hundred more programs work like this.&nbsp;The minimize button minimizes (taskbar ... bahh), the Small/large view button does exactly that, AND the x sends to tray. Skype is allways in tray, so rightclick, quit IS the proper way (unless using menus), to close&nbsp;Skype and the above mentioned programs.&nbsp;This is not new, nor spesific to Skype, it takes about 4 seconds to learn. Allthough many apps have options for quit behaviour (Skype does have quit in the menu aswell, that actually means quit), Skype does not.&nbsp;As for the last posters second issue, the buttons does not work have had a lot of attension here, a search should give you a fair chance of finding a fix (Seem to be gone in 7.2 though).&nbsp;Try to run Skype as administrator (no you're not administrator), shift+rightclick the Skype shortcut, choose run as administrator, this has been a working workaround for the call buttons not responding.&nbsp;Have you tried using shortcut keys, for answering?"
SkypeCommunityHistory,28173,Why doesn't Skype not close when you click the X b...,"What he was talking about was setting it to """"run as administrator"" in the shortcut/executable as you should know that would run the application in a true administrator mode (like Windows XP) vs. the default crippled administrators group in Windows. &nbsp;I personally have not had to do this since I have not run into the issue but for those that have, people claimed it has helped/resolved the issue. &nbsp;In regards to following UI interaction rules, it does as it actually closes the form. &nbsp; &nbsp;Skype doesn't send an additional closure to the resident system tray icon form because it's a memory resident communication program. &nbsp;Some programs give you that option, others don't. &nbsp;&nbsp;Geforce Experience is one of the latest programs I use, that doesn't. &nbsp;Nobody forces anything on you. &nbsp;If you feel your family is ""forcing"" something on you, you always have the option of ""forcing"" something on them or suggesting another method you prefer &nbsp;in order to stay in contact with you. &nbsp;In the end that's a family issue, not a Skype one.&nbsp;If you want to close Skype down in one click you can do so using the provided shortcuts in the following thread. &nbsp;You can also assign those shortcuts hotkeys or assign them to a key on your keypboard/mouse using additional key mapping software to completely&nbsp;close Skype with the press of a single button.&nbsp;http://community.skype.com/t5/Windows-desktop-clie?nt/How-to-quit-Skype-with-keyboard-shortcut-on-Win?...&nbsp;"
SkypeCommunityHistory,28177,"Log In Error ""Can't log in"" with my password - Win...","I log in to my microsoft account on Windows 8, usually Skype will just automatically connect. &nbsp;Recently it will say ""can't sign in, please type in your password"" and it pops up my microsoft account information as log in name and then I type in the SAME exact password I just used seconds ago to sign into my computer and it says ""can't sign in."" &nbsp;Then I have to go to live.login and change my password. &nbsp;I have done this more than a handful of times in the past month. &nbsp;It happens on my computer and also on my phone. &nbsp;&nbsp;As soon as I change my password, I go to my skype, type it in, and it works fine. &nbsp;I am pretty sure the problem is with Skype and not my microsoft account because I can still log in to my computer and my hotmail just fine.&nbsp;I am tired of having to change my password all of the time!! It happens at least once a week. &nbsp;It is particularly annoying, say, when on my lunch break I would like to just call my boyfriend overseas, but since skype can't recognize my password (even though it hasn't been changed and it is usually always automatically connected) I have to go to change my password (which includes me accessing an alternative email and typing in a code and blah bla hblah"" from my phone. &nbsp;&nbsp;WHAT GIVES ????"
SkypeCommunityHistory,28210,Unchangeable keyboard shortcut in skype interferin...,"I use multiple monitors, and need to use another program to make good use of them. I use a simple freeware program to lock the cursor to the screen unoless a button is pressed, and it only offers&nbsp;one shortcut (ctrl+`) for jumping between screens. This program is always running, so if I jump from one screen to the next and immediately go to type in skype, it types an accented letter like&nbsp;à or&nbsp;è since it shares this shortcut with Skype. The problem is that it simply won't type any other non-accented version letters on the first press, so I just end up skipping the first letter completely most of the time. There seems to be no way to change this shortcut on skype under the options, so I'm wondering if there is another way to get around this (outside of switching mouse control programs, which I've tried but have had little luck with finding something as good).                                                                                                                  Solved!                          Go to Solution."
SkypeCommunityHistory,28294,Office 365 subscription - 60 minutes not included(...,"Hello,I have purchased a Windows tablet which has Office 365 subscrption including skype 60 minutes.I live in Germany.&nbsp;I could not see these free minutes under Services and Products in my Microsoft account.&nbsp;The FAQ for the tablet says:&nbsp;The basic prerequisite for using the Skype minutes included in your Office 365 Personal package is that your Office package has been activated (see Operating instructions). Once you have activated your Office package, proceed as follows:a) Go to http://office.microsoft.com/ and click or tap “My account” in the top-right area.b) On the following page, sign in with the Microsoft account that you linked to your SurfTab wintron tablet when setting it up (it is extremely important that you sign in with the same Microsoft account that is linked on the SurfTab!)c) An overview of your Microsoft account opens. In the “Services and products” section, under “Skype”, click or tap “Activate your Skype world minutes”.d) On the following page, you can choose whether to create a new Skype account or link an existing Skype account with your Microsoft account (in order to use the free 60 minutes on your existing account). Select the desired option and click or tap “Create Skype account” (to create a new account) or “Activate” (to link your existing Skype account).&nbsp;&nbsp;But I dont have that option.!&nbsp;Please help!Thanks."
SkypeCommunityHistory,28356,"Skype keeps crashing after update, windows 7 64 bi...","Lillyth wrote:I have the same problems with Skype. After logging in, just checking on my list and about a minute later I get the communication window that ""Skype stopped working"". Here are the problem details:&nbsp;Problem signature:Problem Event Name: BEXApplication Name: Skype.exeApplication Version: 7.2.0.103Application Timestamp: 54ef0c1dFault Module Name: ltc_game32-93154.dll_unloadedFault Module Version: 0.0.0.0Fault Module Timestamp: 54ef6adeException Offset: 51f5e6e0Exception Code: c0000005Exception Data&amp;colon; 00000008OS Version: 6.1.7601.2.1.0.256.1Locale ID: 1033Additional Information 1: 8df0Additional Information 2: 8df0e004f6c7219c61ec79558ab019e5Additional Information 3: ba8fAdditional Information 4: ba8f65bd256edc7face5eb7cffd26e34&nbsp;Also can provide a DxDiag if neccessary. The video card driver is up to dat (latest version also), so I just can't figure what can be the problem, maybe just my mistake.Please help and thank you in advanceLillythUninstall Raptr In-Game Overlay application. Most likely, this application conflicts with Skype."
SkypeCommunityHistory,28396,complaint:  Make Bing your default search engine s...,"Hi,in my case, during the installation I saw only part of the second checkbox. I cannot even say I could uncheck t (I did not make screenshot, I trusted Microsoft to be ""better safe then sorry"" and not pre-check unwanted installation agreement for me). OK, now I am sorry and I really hate to say that MS is going very low with such behavior. It is probably some manager will get bonus for every thousand of istalations of this crappy sw?the point is:1. you should not presume agreement with anything (called ""active disagreement"")2. your search engine and your MSN stuff is irrelevant in most parts of the world. it contains bluff, useless information. the search results apply to peopla in California, but not Berlin. this is the reason I cannot use it on Windows phone either. so the search button (one of the three on WP hw) is completely useless. only two usefull remain 3. how do you fix this: i need uninstaller. it is not even present in Installed programs. And I bet it will not uninstall if I uninstall Skype, which I like to use.&nbsp;So, what Microsoft do about this bloatware, unwanted software. will take the responsibility for buying and developing Skype?&nbsp;&nbsp;"
SkypeCommunityHistory,28443,Transfer my Mac skype funds to my reg Skype accoun...,"Hi, C43, and welcome to the Community,  &nbsp;  Skype does not permit the transfer of credit, subscriptions, or features from one account to another.&nbsp; Cancel or request a refund of credit on an account you do not wish to use it, and purchase new credit and subscriptions for the account where you will use it.  &nbsp;  That said, just to add a note of clarification: I trust you know that you can use the same Skype account on any platform or operating system where Skype is available.&nbsp; A Skype account can ""travel"" with you if you sign on from computer or a mobile device.  &nbsp;  Regards,  Elaine                              __________________________________________________________________________________________________Was your question answered?  Please click on the  Accept as a Solution  link so everyone can quickly find what works!    Like a post or want to say, ""Thank You"" - ??  Click on the   Kudos  button!Trustworthy information:  Brian Krebs: 3 Basic Rules for Online Safety and  Consumer Reports: Guide to Internet Security  Online Safety Tip: Change your passwords often!"
SkypeCommunityHistory,28512,"Skype account hacked, hacker used my skype to buy ...","Hi, TheEmperor123, and welcome to the Community,  &nbsp;  This FAQ article provides next steps:  https://support.skype.com/en/faq/FA10946/what-shou?ld-i-do-if-my-account-is-suspended-hacked-or-compr?...  &nbsp;  Please see the section titled, ""Hacked Accounts.""&nbsp; Please also sign on to your Skype account dashboard to ensure that your account's registered e-mail address is correct and accurate.&nbsp; Change your account password if you have not already done so - the easiest way to accomplish this is from within the software or app.&nbsp; In the Windows Desktop version, it's Skype -&gt; Change Password.  &nbsp;  You will be directed to contact Skype Customer Service for assistance.&nbsp; These tips may be helpful as Skype is experiencing continuing problems with the websites:&nbsp;&nbsp; If you experience difficulty reaching Skype Customer Service or find yourself redirected back to the Community, please try again using a different web browser and choosing a different path through the various drop-down menu options presented.Also, look to approve a pop-up dialogue box which would connect you to start an instant message chat with a customer service agent. If you have pop-ups blocked in your browser settings, this will also block reaching an agent.Last and not least, when you reach the last step of the process, remember to click on the ""Start Chat"" link when you are provided the choice of visiting the Community or starting an instant message chat with a customer service agent.Regards,Elaine                              __________________________________________________________________________________________________Was your question answered?  Please click on the  Accept as a Solution  link so everyone can quickly find what works!    Like a post or want to say, ""Thank You"" - ??  Click on the   Kudos  button!Trustworthy information:  Brian Krebs: 3 Basic Rules for Online Safety and  Consumer Reports: Guide to Internet Security  Online Safety Tip: Change your passwords often!"
